wardCode,ladCode,wardName,population,source
E05014076,E09000011,East Greenwich,14480,Nomis NM_2021_1 TS001 2021 Census
E05014077,E09000011,Eltham Page,9753,Nomis NM_2021_1 TS001 2021 Census
E05014078,E09000011,Eltham Park & Progress,10766,Nomis NM_2021_1 TS001 2021 Census
E05014079,E09000011,Eltham Town & Avery Hill,15535,Nomis NM_2021_1 TS001 2021 Census
E05014080,E09000011,Greenwich Creekside,11000,Nomis NM_2021_1 TS001 2021 Census
E05014081,E09000011,Greenwich Park,10554,Nomis NM_2021_1 TS001 2021 Census
E05014082,E09000011,Greenwich Peninsula,11417,Nomis NM_2021_1 TS001 2021 Census
E05014083,E09000011,Kidbrooke Park,10089,Nomis NM_2021_1 TS001 2021 Census
E05014084,E09000011,Kidbrooke Village & Sutcliffe,6107,Nomis NM_2021_1 TS001 2021 Census
E05014085,E09000011,Middle Park & Horn Park,9517,Nomis NM_2021_1 TS001 2021 Census
E05014086,E09000011,"Mottingham, Coldharbour & New Eltham",14532,Nomis NM_2021_1 TS001 2021 Census
E05014087,E09000011,Plumstead & Glyndon,21972,Nomis NM_2021_1 TS001 2021 Census
E05014088,E09000011,Plumstead Common,15171,Nomis NM_2021_1 TS001 2021 Census
E05014089,E09000011,Shooters Hill,11891,Nomis NM_2021_1 TS001 2021 Census
E05014090,E09000011,Thamesmead Moorings,12452,Nomis NM_2021_1 TS001 2021 Census
E05014091,E09000011,West Thamesmead,11815,Nomis NM_2021_1 TS001 2021 Census
E05014092,E09000011,Woolwich Arsenal,12100,Nomis NM_2021_1 TS001 2021 Census
E05014093,E09000011,Woolwich Common,12688,Nomis NM_2021_1 TS001 2021 Census
E05014094,E09000011,Woolwich Dockyard,11688,Nomis NM_2021_1 TS001 2021 Census
E05014095,E09000022,Brixton Acre Lane,15251,Nomis NM_2021_1 TS001 2021 Census
E05014096,E09000022,Brixton North,16324,Nomis NM_2021_1 TS001 2021 Census
E05014097,E09000022,Brixton Rush Common,14929,Nomis NM_2021_1 TS001 2021 Census
E05014098,E09000022,Brixton Windrush,9482,Nomis NM_2021_1 TS001 2021 Census
E05014099,E09000022,Clapham Common & Abbeville,10017,Nomis NM_2021_1 TS001 2021 Census
E05014100,E09000022,Clapham East,9845,Nomis NM_2021_1 TS001 2021 Census
E05014101,E09000022,Clapham Park,12711,Nomis NM_2021_1 TS001 2021 Census
E05014102,E09000022,Clapham Town,15904,Nomis NM_2021_1 TS001 2021 Census
E05014103,E09000022,Gipsy Hill,10257,Nomis NM_2021_1 TS001 2021 Census
E05014104,E09000022,Herne Hill & Loughborough Junction,16156,Nomis NM_2021_1 TS001 2021 Census
E05014105,E09000022,Kennington (Lambeth),14603,Nomis NM_2021_1 TS001 2021 Census
E05014106,E09000022,Knight's Hill,16907,Nomis NM_2021_1 TS001 2021 Census
E05014107,E09000022,Myatt's Fields,10933,Nomis NM_2021_1 TS001 2021 Census
E05014108,E09000022,Oval,12441,Nomis NM_2021_1 TS001 2021 Census
E05014109,E09000022,St Martin's (Lambeth),10844,Nomis NM_2021_1 TS001 2021 Census
E05014110,E09000022,Stockwell East,10745,Nomis NM_2021_1 TS001 2021 Census
E05014111,E09000022,Stockwell West & Larkhall,16332,Nomis NM_2021_1 TS001 2021 Census
E05014112,E09000022,Streatham Common & Vale,17659,Nomis NM_2021_1 TS001 2021 Census
E05014113,E09000022,Streatham Hill East,9877,Nomis NM_2021_1 TS001 2021 Census
E05014114,E09000022,Streatham Hill West & Thornton,10889,Nomis NM_2021_1 TS001 2021 Census
E05014115,E09000022,Streatham St Leonard's,15815,Nomis NM_2021_1 TS001 2021 Census
E05014116,E09000022,Streatham Wells,9757,Nomis NM_2021_1 TS001 2021 Census
E05014117,E09000022,Vauxhall (Lambeth),9733,Nomis NM_2021_1 TS001 2021 Census
E05014118,E09000022,Waterloo & South Bank,8858,Nomis NM_2021_1 TS001 2021 Census
E05014119,E09000022,West Dulwich,11384,Nomis NM_2021_1 TS001 2021 Census
