postcode,lat,lon
DN110BZ,53.46757,-1.06531
DN110EZ,53.48004,-1.05839
DN110NB,53.47687,-1.07003
DN110NQ,53.47395,-1.06843
DN110PQ,53.47961,-1.08263
DN110QY,53.47330,-1.08227
DN118EF,53.42110,-1.05419
DN118JT,53.41663,-1.06963
DN119AP,53.46582,-1.14059
DN119JA,53.43744,-1.10970
DN119LZ,53.43284,-1.11117
DN121BN,53.48727,-1.19161
DN121DL,53.48193,-1.19289
DN121HH,53.47354,-1.18586
DN121PL,53.47614,-1.19538
DN123DW,53.48650,-1.22831
DN123JY,53.48367,-1.23900
DN123LR,53.47673,-1.24914
DN123LZ,53.48128,-1.23746
DN124AQ,53.48963,-1.24435
DN124HZ,53.49093,-1.24871
DN12HY,53.52275,-1.12449
DN12JS,53.52557,-1.12086
DN13BF,53.51970,-1.12894
DN13QP,53.51600,-1.13392
DN140DZ,53.66604,-1.07614
DN140NY,53.71630,-1.13906
DN140QQ,53.69617,-1.11889
DN140WE,53.69257,-1.15658
DN145HQ,53.70775,-0.86249
DN145JS,53.70668,-0.85950
DN145NW,53.71744,-0.84885
DN145UE,53.69153,-0.86795
DN146AN,53.70817,-0.88378
DN146HQ,53.70871,-0.87137
DN146RQ,53.71401,-0.88449
DN146TL,53.70558,-0.88312
DN147AL,53.74866,-0.85844
DN147HQ,53.74771,-0.94686
DN147QE,53.76198,-0.79657
DN147SL,53.74691,-0.86214
DN148BX,53.68909,-0.83844
DN148HG,53.69634,-0.78606
DN148NH,53.68408,-0.94707
DN148NZ,53.72041,-0.89929
DN148RG,53.69522,-0.96109
DN149DG,53.68660,-0.99957
DN149LB,53.68998,-1.03644
DN149NR,53.71216,-1.01720
DN149RD,53.68918,-1.03209
DN156AS,53.59824,-0.65134
DN156HP,53.59327,-0.64914
DN156TA,53.59152,-0.64135
DN157DF,53.59080,-0.66516
DN157RW,53.59423,-0.66159
DN158AH,53.59361,-0.67806
DN158BU,53.59496,-0.67467
DN158LJ,53.60129,-0.66749
DN159HB,53.64469,-0.68438
DN159JG,53.68696,-0.66299
DN159NL,53.68797,-0.59392
DN159QD,53.65913,-0.59784
DN159QF,53.65610,-0.59766
DN159QG,53.65553,-0.59568
DN161BN,53.57462,-0.62803
DN161NA,53.57989,-0.65245
DN161NB,53.58052,-0.64877
DN161NT,53.57767,-0.64491
DN161ST,53.58605,-0.64680
DN162ED,53.57080,-0.64849
DN162HY,53.57770,-0.64716
DN162LW,53.56928,-0.63702
DN162PZ,53.56352,-0.63056
DN162TF,53.56810,-0.64490
DN163AW,53.56342,-0.63570
DN163FX,53.56315,-0.61993
DN163JF,53.56119,-0.65280
DN163NG,53.55993,-0.64120
DN163PB,53.55219,-0.65245
DN163SL,53.55622,-0.63613
DN171DS,53.57448,-0.66857
DN171HA,53.57123,-0.66406
DN171HE,53.56891,-0.66355
DN171PN,53.56943,-0.67638
DN171SS,53.57924,-0.68020
DN172NF,53.55986,-0.66309
DN172PB,53.55638,-0.66251
DN172TD,53.55827,-0.67305
DN173BN,53.58911,-0.73774
DN173LB,53.54315,-0.74232
DN173LT,53.58298,-0.72900
DN173TN,53.52935,-0.65051
DN174ET,53.60785,-0.83766
DN174HL,53.60787,-0.83222
DN174HU,53.60120,-0.82771
DN174PG,53.63860,-0.78270
DN174QP,53.64216,-0.74813
DN185AW,53.68763,-0.44467
DN185EE,53.67850,-0.44421
DN185HB,53.68612,-0.43683
DN186AE,53.68210,-0.43288
DN186HU,53.67066,-0.50884
DN197AP,53.67948,-0.37874
DN197JR,53.68273,-0.33081
DN197RN,53.70027,-0.36279
DN200JW,53.56560,-0.54545
DN200NA,53.61064,-0.47040
DN208AA,53.55370,-0.48943
DN208AR,53.55694,-0.49788
DN208BB,53.56038,-0.48948
DN208RY,53.56587,-0.46054
DN209AN,53.53660,-0.54126
DN209PN,53.50897,-0.52191
DN211DB,53.38997,-0.76908
DN211EH,53.40983,-0.76707
DN211PB,53.40881,-0.75569
DN211PU,53.39779,-0.76396
DN211SW,53.39760,-0.75865
DN211TE,53.39936,-0.75607
DN211TJ,53.39992,-0.76024
DN211YN,53.39068,-0.75463
DN212LN,53.40277,-0.77738
DN212PD,53.40744,-0.78268
DN212RR,53.40874,-0.78214
DN212ST,53.41175,-0.77771
DN213AH,53.41601,-0.78640
DN213JX,53.44417,-0.71663
DN213RY,53.49575,-0.66483
DN214EH,53.47207,-0.59363
DN214NN,53.47771,-0.58288
DN214SX,53.45341,-0.51837
DN215AG,53.32732,-0.73574
DN215EP,53.36830,-0.74793
DN215QS,53.41182,-0.69136
DN215RT,53.42868,-0.60313
DN215XS,53.39719,-0.57112
DN220AD,53.33082,-0.82058
DN220JB,53.29390,-0.81834
DN220PE,53.27641,-0.93381
DN226LD,53.32223,-0.93903
DN226SW,53.33150,-0.93569
DN227AQ,53.31215,-0.93972
DN227BP,53.32140,-0.95354
DN227EU,53.31210,-0.93073
DN227NJ,53.32092,-0.95722
DN227PY,53.33132,-0.95165
DN227QH,53.33130,-0.95911
DN227SL,53.31218,-0.95157
DN228AQ,53.27080,-0.97622
DN228HZ,53.32305,-1.02541
DN228LH,53.38502,-1.00824
DN228PP,53.35480,-0.97796
DN229DH,53.36151,-0.85439
DN229HQ,53.34642,-0.81757
DN229JZ,53.34414,-0.90417
DN24JP,53.53582,-1.10901
DN24PY,53.53997,-1.10300
DN25JG,53.53246,-1.09985
DN25LS,53.53424,-1.09517
DN25QD,53.53392,-1.08339
DN26AY,53.52048,-1.10905
DN26EW,53.52701,-1.10163
DN26HQ,53.53238,-1.08514
DN26JL,53.52789,-1.09176
DN311TU,53.56717,-0.08916
DN312ES,53.56836,-0.10244
DN312QX,53.57384,-0.10258
DN31BG,53.57827,-1.07021
DN31JG,53.55949,-1.07002
DN31JT,53.56021,-1.06750
DN320AZ,53.54854,-0.08053
DN320DF,53.55110,-0.08272
DN327BE,53.57396,-0.06879
DN327JX,53.56785,-0.07020
DN327NQ,53.56784,-0.05990
DN327PF,53.56944,-0.06528
DN328EN,53.55861,-0.05735
DN328JH,53.56005,-0.05236
DN329HL,53.56345,-0.07317
DN329JD,53.55999,-0.07136
DN32DA,53.54008,-1.05973
DN32DB,53.53971,-1.06182
DN32DG,53.54223,-1.06082
DN32JY,53.55063,-1.07340
DN32LS,53.55307,-1.06263
DN32PP,53.55638,-1.07154
DN331AW,53.54977,-0.10296
DN331NU,53.54731,-0.09849
DN331RJ,53.54525,-0.11407
DN332DH,53.54165,-0.08786
DN332EW,53.53732,-0.09181
DN333AE,53.53317,-0.09541
DN333HG,53.53083,-0.10448
DN33BN,53.53188,-1.05486
DN33DB,53.53251,-1.05325
DN33NB,53.50981,-1.03738
DN33QF,53.50814,-1.05988
DN344JU,53.56405,-0.12160
DN345AH,53.55574,-0.09941
DN345EB,53.55688,-0.11207
DN345QN,53.55251,-0.13171
DN345RS,53.55502,-0.12933
DN345TA,53.55684,-0.11693
DN350DN,53.54803,-0.02271
DN357HT,53.56710,-0.04566
DN357LJ,53.56319,-0.03926
DN357SU,53.56423,-0.05332
DN357SY,53.56426,-0.05131
DN358LW,53.55824,-0.02971
DN358UL,53.55287,-0.03578
DN359DL,53.54915,-0.04660
DN359HU,53.55582,-0.04921
DN359NF,53.55040,-0.04879
DN359NX,53.54796,-0.03980
DN359PY,53.54422,-0.04624
DN364HS,53.52949,-0.02594
DN364HZ,53.52948,-0.02125
DN364NH,53.52647,-0.06258
DN364RB,53.52106,-0.05916
DN364RZ,53.52070,-0.08244
DN364TF,53.52922,-0.03130
DN365AQ,53.50631,-0.05979
DN365DR,53.50399,-0.05628
DN365NG,53.49323,-0.02039
DN365PL,53.46694,-0.05961
DN365SX,53.47386,0.04610
DN365UZ,53.49526,0.04979
DN370NU,53.51828,-0.09899
DN370RX,53.47805,-0.13506
DN370UG,53.51534,-0.11330
DN377AX,53.54323,-0.17202
DN379AT,53.56857,-0.12448
DN379EH,53.57138,-0.13355
DN379EN,53.57193,-0.13075
DN379NN,53.57355,-0.13356
DN379QZ,53.56663,-0.13738
DN386AU,53.53015,-0.36367
DN386JD,53.57289,-0.40240
DN396SG,53.62944,-0.35477
DN396TB,53.61675,-0.33269
DN396YP,53.58693,-0.32823
DN401JS,53.61574,-0.20841
DN401JU,53.61450,-0.21407
DN401LD,53.60919,-0.21345
DN402DY,53.61467,-0.22633
DN402HP,53.61634,-0.21744
DN403HX,53.62862,-0.26424
DN403PJ,53.66081,-0.27972
DN40HH,53.51402,-1.15349
DN40JN,53.51466,-1.14083
DN40LL,53.51339,-1.14521
DN40UB,53.50210,-1.16746
DN417QD,53.57458,-0.16433
DN417RS,53.57724,-0.15927
DN418AP,53.58809,-0.18158
DN418EF,53.57386,-0.24489
DN45EP,53.51480,-1.11047
DN45ES,53.51461,-1.11110
DN45NG,53.51209,-1.12111
DN46AH,53.50541,-1.07773
DN46LQ,53.51255,-1.07857
DN46SL,53.49812,-1.06476
DN47DT,53.50716,-1.08927
DN47EZ,53.50079,-1.08698
DN48GA,53.49417,-1.13859
DN48LA,53.50129,-1.14732
DN48ND,53.49867,-1.14003
DN49HT,53.50039,-1.16184
DN49HU,53.49934,-1.16366
DN49RG,53.50002,-1.18434
DN50AA,53.54550,-1.14665
DN50NU,53.55209,-1.14116
DN50QR,53.56512,-1.15386
DN50RP,53.54693,-1.14348
DN50TE,53.55336,-1.12677
DN57BT,53.56761,-1.26934
DN57EZ,53.52062,-1.27377
DN57RN,53.51044,-1.19259
DN57SB,53.52028,-1.16733
DN57SD,53.51074,-1.19605
DN57UB,53.54026,-1.18789
DN58NQ,53.53650,-1.16862
DN58RL,53.54201,-1.18059
DN59DD,53.54618,-1.17256
DN59ED,53.54858,-1.16002
DN59EW,53.54006,-1.16593
DN59TF,53.53561,-1.14855
DN60AQ,53.60944,-1.15742
DN60NE,53.61610,-1.14249
DN60PZ,53.61180,-1.16254
DN67EF,53.56860,-1.19501
DN67JB,53.55571,-1.18453
DN67QN,53.56149,-1.18084
DN67RG,53.56311,-1.19639
DN67SF,53.56648,-1.19161
DN67SH,53.56684,-1.18898
DN68DR,53.58566,-1.17867
DN68PU,53.59103,-1.18709
DN69AS,53.62509,-1.18695
DN69DG,53.62970,-1.17666
DN74AU,53.57694,-1.01903
DN74HX,53.56656,-1.01964
DN75AB,53.59856,-1.03411
DN75BG,53.60021,-1.02487
DN75BL,53.60017,-1.02165
DN76JH,53.57479,-1.00845
DN76JP,53.57975,-1.01337
DN76NH,53.57143,-0.97501
DN76QE,53.58040,-1.00121
DN84BY,53.61719,-0.95814
DN84LH,53.63076,-0.94890
DN84SB,53.62826,-0.95114
DN85BY,53.61273,-0.95184
DN85LB,53.60924,-0.95913
DN85PQ,53.60826,-0.95030
DN91AY,53.49508,-0.78520
DN91BY,53.52319,-0.82488
DN91DL,53.52581,-0.82827
DN91LR,53.55440,-0.81637
DN92BN,53.51796,-0.92214
DN92DR,53.48661,-0.86467
DN92JQ,53.49248,-0.84043
DN93EQ,53.48607,-0.98286
DN93HG,53.49174,-1.02351
DN93JN,53.50110,-1.01695
DN93NB,53.48981,-1.02312
DT101BZ,50.92443,-2.30641
DT101DT,50.93427,-2.30413
DT101EW,50.93299,-2.30120
DT101JX,50.97914,-2.30982
DT101PZ,50.96692,-2.31592
DT102ED,50.87268,-2.35248
DT102LP,50.96111,-2.37752
DT110AW,50.80366,-2.23729
DT110JE,50.78043,-2.28489
DT110QA,50.87685,-2.20249
DT110TX,50.89473,-2.24357
DT117BX,50.85996,-2.16428
DT117SN,50.86466,-2.17150
DT117SQ,50.86224,-2.17145
DT118BG,50.87428,-2.11220
DT118EL,50.91100,-2.23723
DT118SW,50.85754,-2.15383
DT118WF,50.88742,-2.13812
DT119DF,50.82549,-2.12899
DT119QD,50.84808,-2.16502
DT12BH,50.70374,-2.43083
DT12DD,50.70840,-2.42939
DT12DZ,50.70542,-2.43272
DT12ET,50.70839,-2.45372
DT12HH,50.70406,-2.45633
DT12HS,50.70832,-2.44841
DT13DF,50.71538,-2.46186
DT20AX,50.77887,-2.57706
DT20JP,50.83848,-2.60476
DT27BY,50.84598,-2.44064
DT27LA,50.80970,-2.47813
DT27NT,50.80046,-2.34173
DT27QL,50.79493,-2.41788
DT28FZ,50.74832,-2.34967
DT28PH,50.68406,-2.37917
DT28PX,50.71894,-2.40681
DT28SA,50.74542,-2.34868
DT28WR,50.69955,-2.33127
DT29AU,50.70973,-2.63720
DT29LW,50.71261,-2.54060
DT29PS,50.69333,-2.45263
DT29RD,50.73280,-2.45741
DT34AT,50.62263,-2.50086
DT34HP,50.67046,-2.56216
DT35AL,50.64336,-2.46742
DT35AN,50.64290,-2.46901
DT35DQ,50.64464,-2.46968
DT35HS,50.63240,-2.47183
DT36AA,50.64489,-2.43540
DT36AW,50.64594,-2.45001
DT40LQ,50.61515,-2.46831
DT40QF,50.61252,-2.48098
DT40QU,50.60781,-2.47449
DT40RH,50.60538,-2.47463
DT47TP,50.62609,-2.45073
DT49BJ,50.59573,-2.47371
DT49LU,50.59599,-2.47787
DT49NU,50.59386,-2.47779
DT49QX,50.60219,-2.46485
DT49SY,50.61143,-2.49243
DT49UF,50.62649,-2.47633
DT52BD,50.54346,-2.43847
DT52NA,50.52843,-2.45282
DT63BJ,50.73615,-2.74966
DT63DT,50.74679,-2.74813
DT63SA,50.74553,-2.71905
DT63TB,50.76252,-2.68734
DT63TR,50.74135,-2.75438
DT64QS,50.70324,-2.72509
DT65JE,50.77755,-2.77447
DT65LA,50.72695,-2.76575
DT65QA,50.79360,-2.87668
DT66HD,50.73858,-2.78799
DT66LR,50.73570,-2.90053
DT73DY,50.72863,-2.93349
DT73LX,50.73027,-2.94885
DT73TT,50.73675,-2.95589
DT83BY,50.81170,-2.74814
DT83EP,50.81462,-2.74101
DT83HB,50.81904,-2.74930
DT83JQ,50.84144,-2.77431
DT83QL,50.82080,-2.80087
DT94AJ,50.95372,-2.51301
DT94DN,50.95489,-2.51520
DT94EQ,50.95908,-2.51352
DT94NL,51.00693,-2.47925
DT94SW,50.96502,-2.57948
DT95EP,50.96796,-2.46117
DT95NQ,50.91501,-2.43655
DT96AQ,50.93944,-2.53057
DT96LS,50.89734,-2.58177
DT96QY,50.91746,-2.56445
DT96RH,50.92607,-2.58951
DY101RP,52.38914,-2.24027
DY101XA,52.38360,-2.23391
DY102BX,52.39143,-2.23758
DY102BY,52.39049,-2.23849
DY102LX,52.39649,-2.24527
DY102QJ,52.39379,-2.24268
DY102YL,52.40286,-2.23326
DY103ED,52.38178,-2.22626
DY103HA,52.38884,-2.22517
DY103JN,52.40403,-2.17702
DY103TA,52.41963,-2.23256
DY104EX,52.37054,-2.23212
DY104QN,52.35616,-2.16020
DY115HP,52.39791,-2.26313
DY115PQ,52.38873,-2.27067
DY115QB,52.39695,-2.26940
DY115TP,52.40961,-2.25741
DY115XQ,52.41693,-2.25398
DY116AP,52.38804,-2.26423
DY116FA,52.39035,-2.26701
DY116PH,52.38086,-2.26989
DY117AW,52.37599,-2.25829
DY117FB,52.35978,-2.27132
DY117JJ,52.37073,-2.27121
DY117TD,52.33715,-2.23648
DY121BL,52.37339,-2.30544
DY121XA,52.41964,-2.34756
DY122UQ,52.37160,-2.33077
DY123BG,52.41944,-2.41450
DY12AQ,52.51169,-2.09399
DY12DU,52.50458,-2.10463
DY12NX,52.50839,-2.11632
DY12SL,52.51570,-2.11201
DY130EL,52.32856,-2.28979
DY130RH,52.31189,-2.30148
DY138AX,52.34941,-2.27561
DY138LA,52.34864,-2.27762
DY138SH,52.34285,-2.28419
DY138UA,52.34590,-2.29519
DY138UB,52.34488,-2.29461
DY139LP,52.34909,-2.25919
DY139SX,52.29309,-2.22777
DY13BY,52.51991,-2.10203
DY13JE,52.51282,-2.09011
DY13NX,52.52331,-2.10348
DY13QE,52.52815,-2.10557
DY140RQ,52.42232,-2.53057
DY148PE,52.38019,-2.48345
DY148UE,52.44176,-2.48190
DY149LG,52.35560,-2.45175
DY149TQ,52.37003,-2.39808
DY14AQ,52.51883,-2.09013
DY20DB,52.47879,-2.08527
DY20HU,52.48963,-2.09222
DY20PB,52.49304,-2.08790
DY20SN,52.49644,-2.10661
DY27HP,52.50659,-2.07174
DY27PW,52.51123,-2.07211
DY27QA,52.51139,-2.06962
DY28EH,52.49902,-2.07676
DY28UZ,52.50482,-2.09035
DY29ER,52.49104,-2.08270
DY29QF,52.49281,-2.08107
DY29RZ,52.48023,-2.07689
DY31BP,52.53342,-2.10977
DY31BY,52.53568,-2.10826
DY31JB,52.54264,-2.11796
DY31SN,52.54118,-2.11862
DY32AZ,52.52210,-2.11942
DY32JH,52.52572,-2.12981
DY32PA,52.51795,-2.12780
DY33EE,52.52600,-2.14057
DY33PS,52.54446,-2.13407
DY33UE,52.53703,-2.12066
DY33YG,52.53649,-2.12837
DY34NB,52.51579,-2.20280
DY40AR,52.54677,-2.05605
DY40BZ,52.54939,-2.05051
DY40DS,52.54398,-2.04294
DY40QS,52.54050,-2.04821
DY40RN,52.53373,-2.05589
DY40SX,52.54139,-2.05361
DY47DE,52.53318,-2.03907
DY47NR,52.53231,-2.05005
DY47PG,52.52987,-2.05158
DY48BH,52.52937,-2.08194
DY48NH,52.52656,-2.06755
DY48PR,52.52510,-2.06597
DY48UH,52.52067,-2.05969
DY49BH,52.53126,-2.06448
DY49PF,52.53493,-2.05748
DY52AD,52.47167,-2.10013
DY52BH,52.47374,-2.12196
DY52JY,52.46570,-2.11549
DY52NU,52.46783,-2.11738
DY52QH,52.46242,-2.13255
DY52TD,52.47814,-2.12032
DY52TH,52.47665,-2.11552
DY52YN,52.47364,-2.11295
DY53NH,52.47828,-2.14168
DY53UZ,52.48453,-2.13000
DY54DZ,52.50108,-2.13084
DY54LN,52.49540,-2.13934
DY54PJ,52.49322,-2.13561
DY60HX,52.51040,-2.17747
DY67AD,52.49982,-2.16659
DY67AQ,52.50172,-2.16601
DY67EA,52.50384,-2.15981
DY68LW,52.49023,-2.15470
DY68PF,52.48662,-2.14829
DY68QG,52.49063,-2.15139
DY68QN,52.49018,-2.15267
DY68RP,52.49067,-2.14709
DY69AH,52.50460,-2.17729
DY69BP,52.50101,-2.17196
DY69TH,52.48827,-2.17110
DY69XE,52.49531,-2.18058
DY75DU,52.51500,-2.28022
DY76AA,52.45306,-2.23266
DY76EW,52.44907,-2.23293
DY81AL,52.45344,-2.15110
DY81JX,52.45410,-2.13962
DY81QX,52.45075,-2.14424
DY82DT,52.44546,-2.15016
DY82JQ,52.44712,-2.14244
DY82XL,52.42267,-2.14928
DY82XS,52.42407,-2.14933
DY83HL,52.44962,-2.16257
DY83NF,52.45600,-2.17034
DY83NQ,52.45756,-2.17083
DY84DQ,52.46794,-2.15093
DY84RU,52.46577,-2.16711
DY85BZ,52.48123,-2.17256
DY85DJ,52.47218,-2.16649
DY85PY,52.48394,-2.16593
DY85SP,52.47969,-2.14993
DY85YN,52.47365,-2.15292
DY90NS,52.42255,-2.13936
DY90RH,52.43728,-2.13398
DY90UN,52.44455,-2.12625
DY97HS,52.45041,-2.12517
DY97NR,52.45529,-2.12781
DY98YA,52.45388,-2.10598
DY99EX,52.44314,-2.11515
DY99QP,52.40684,-2.11364
DY99TF,52.38914,-2.11946
E105DN,51.56812,-0.01330
E105DX,51.56916,-0.01657
E106DB,51.57658,-0.00797
E106EJ,51.57575,-0.00096
E106JZ,51.56745,-0.00306
E106NN,51.56589,-0.00936
E106PJ,51.56421,-0.00278
E107BH,51.56505,-0.02040
E107BL,51.56461,-0.02402
E107BZ,51.56664,-0.01924
E107LX,51.56588,-0.02565
E10BD,51.51371,-0.05293
E10EH,51.51055,-0.05431
E10LB,51.51346,-0.04936
E10QF,51.51442,-0.04622
E10RH,51.51625,-0.04421
E111EU,51.57316,0.00315
E111JD,51.57443,0.00757
E112JZ,51.57570,0.03574
E112SS,51.57856,0.02351
E112TA,51.57466,0.02052
E113DR,51.56447,0.01188
E113HF,51.55960,0.01052
E113JH,51.55540,0.00796
E113NN,51.55745,0.01653
E114AE,51.56586,0.00553
E114PZ,51.56073,0.00481
E114QN,51.56720,0.00848
E11JP,51.51611,-0.06430
E11NT,51.51389,-0.06619
E11RD,51.51499,-0.06388
E125HL,51.56438,0.03689
E125PB,51.55364,0.05949
E125PY,51.55128,0.05516
E125QJ,51.55068,0.06169
E126AR,51.55073,0.05046
E126HB,51.54855,0.05792
E126JB,51.54725,0.06131
E126NN,51.54256,0.05723
E126QX,51.54611,0.05565
E126TH,51.54911,0.04783
E126TT,51.54515,0.04235
E12DA,51.51497,-0.06100
E12JP,51.51399,-0.05950
E12ND,51.51268,-0.05858
E130AG,51.53024,0.02085
E130HE,51.52480,0.01695
E130JW,51.53361,0.01905
E130RJ,51.53625,0.02964
E138DW,51.52257,0.01630
E138LF,51.52127,0.02695
E138SA,51.51973,0.03367
E138SJ,51.52056,0.03306
E139AE,51.53144,0.02465
E139AX,51.53311,0.03682
E139BT,51.53216,0.03385
E139DQ,51.53166,0.02951
E139JH,51.53057,0.02936
E139NB,51.52537,0.03177
E139NE,51.52477,0.03799
E13BW,51.51872,-0.05245
E140DE,51.51014,-0.01953
E140EW,51.51062,-0.00864
E140PT,51.51423,-0.00495
E140RZ,51.51479,-0.01215
E143BA,51.48911,-0.01348
E143DW,51.48813,-0.00763
E143EB,51.49024,-0.00534
E143NE,51.49529,-0.01183
E143QP,51.48931,-0.02005
E143RP,51.49532,-0.02655
E143RS,51.49216,-0.02423
E146BB,51.51637,-0.01736
E146DN,51.51251,-0.01819
E146DU,51.51159,-0.02032
E146DZ,51.51355,-0.01928
E146QD,51.51826,-0.01329
E147AD,51.51680,-0.02587
E147LL,51.51318,-0.03774
E147NG,51.51615,-0.03841
E147PQ,51.51367,-0.03373
E147SS,51.51771,-0.03603
E147TF,51.51394,-0.03179
E148AQ,51.51036,-0.02991
E148LY,51.49838,-0.02361
E149GL,51.49475,-0.01511
E14AX,51.52321,-0.05109
E14EE,51.52349,-0.04693
E14NQ,51.52102,-0.04662
E14PW,51.52268,-0.03819
E14PZ,51.52104,-0.03859
E14SD,51.51853,-0.04221
E151HD,51.54866,0.00589
E151JP,51.54884,0.00050
E151JY,51.54840,0.00145
E151SL,51.55071,0.00931
E151TT,51.55036,0.00093
E152BS,51.55362,0.00046
E152GW,51.54721,-0.02451
E152JQ,51.53674,-0.00592
E152QS,51.52996,-0.00941
E153AF,51.52462,0.00566
E153BA,51.53263,0.00737
E153DN,51.53168,0.00910
E153JT,51.53559,0.00994
E153QG,51.53704,0.01153
E154AE,51.54223,0.01405
E154LP,51.54301,0.00743
E154RZ,51.53818,0.00352
E15AD,51.52079,-0.06483
E15AR,51.52174,-0.06485
E15AW,51.52114,-0.06614
E15DJ,51.52075,-0.06006
E15RE,51.52350,-0.05940
E161FZ,51.51648,0.02066
E161JB,51.51332,0.01378
E161LN,51.51246,0.01685
E162AW,51.50363,0.02583
E162BB,51.50253,0.02649
E162DP,51.50288,0.04706
E162LS,51.50123,0.06492
E162RD,51.50739,0.06477
E163DT,51.51176,0.03085
E163ET,51.51112,0.04172
E163HD,51.51269,0.03711
E163HS,51.51089,0.03500
E163PB,51.51542,0.02730
E164BD,51.51975,0.02273
E164DD,51.53830,0.00083
E164NH,51.52146,0.00723
E164NP,51.52379,0.01024
E16PU,51.51830,-0.07142
E173BN,51.58689,-0.01354
E173EA,51.58967,-0.00738
E173JX,51.58972,-0.00414
E174AZ,51.59523,-0.00320
E174DP,51.59804,-0.00086
E174EY,51.59452,-0.00396
E174LN,51.59944,-0.01374
E174LS,51.59814,-0.01394
E175DP,51.59949,-0.02438
E175ET,51.59508,-0.02466
E175HU,51.59875,-0.02633
E175NT,51.60105,-0.03371
E175QX,51.59845,-0.03533
E176ED,51.59221,-0.03399
E176JY,51.58580,-0.03550
E176ND,51.58566,-0.03937
E176PB,51.58255,-0.04017
E176QW,51.58881,-0.02513
E177DP,51.58491,-0.03614
E177EJ,51.58380,-0.03186
E178BE,51.57773,-0.03049
E178DN,51.57557,-0.02838
E178ER,51.57426,-0.03002
E178HA,51.57077,-0.02718
E178LG,51.57514,-0.02207
E178PW,51.57809,-0.02773
E178QR,51.57865,-0.02299
E178SB,51.57563,-0.03393
E179HJ,51.58344,-0.00318
E179JE,51.58149,-0.00641
E179RZ,51.58529,-0.01375
E179SB,51.58492,-0.01496
E17RQ,51.51585,-0.07098
E181JU,51.59297,0.03130
E181JX,51.59262,0.03255
E181PL,51.58518,0.03297
E182EN,51.58605,0.02291
E182RB,51.59829,0.02702
E18DJ,51.51276,-0.07091
E18HY,51.51009,-0.06585
E1W2AD,51.50853,-0.06513
E1W2PT,51.50502,-0.06485
E1W3QT,51.50764,-0.05523
E201BD,51.54869,-0.00710
E20BP,51.52465,-0.05910
E20JH,51.52940,-0.05129
E20LB,51.52572,-0.05143
E20NF,51.52973,-0.04832
E20PX,51.52678,-0.04849
E26ET,51.52449,-0.06671
E26LS,51.52850,-0.06284
E26NW,51.52739,-0.06961
E26PP,51.52866,-0.06291
E26PR,51.52924,-0.06172
E27NQ,51.52699,-0.07434
E27PG,51.52855,-0.07424
E27RG,51.52941,-0.06921
E28BA,51.53557,-0.07267
E28LS,51.53245,-0.07149
E28QH,51.53336,-0.06548
E29HE,51.53385,-0.05535
E29JY,51.53272,-0.05144
E29LR,51.53002,-0.05438
E32AB,51.52725,-0.02960
E32AD,51.52716,-0.02655
E32AE,51.52739,-0.02857
E32RU,51.53400,-0.02643
E33BT,51.52642,-0.01246
E33DU,51.52684,-0.00642
E33ER,51.52734,-0.01867
E33HL,51.52665,-0.01622
E33LF,51.52515,-0.01308
E33LL,51.52293,-0.01237
E33QW,51.52339,-0.00950
E34BU,51.52178,-0.01971
E34FT,51.51865,-0.02462
E34LA,51.51807,-0.02936
E34NE,51.52592,-0.02484
E34PX,51.52375,-0.03044
E35DN,51.53077,-0.03667
E35LD,51.53359,-0.03097
E35QY,51.53329,-0.03852
E46ES,51.62524,0.01134
E46LH,51.62029,0.00454
E46RE,51.62404,-0.01428
E47BJ,51.63116,0.00348
E47EY,51.62867,0.00216
E47LT,51.63001,-0.00723
E47PH,51.64066,-0.00648
E47RT,51.64280,-0.00700
E48ET,51.61714,-0.01392
E48LA,51.61463,-0.02268
E48SG,51.60422,-0.01441
E48YJ,51.60867,-0.02326
E49DD,51.61236,-0.01167
E49NE,51.60623,-0.00783
E49PJ,51.60846,0.00347
E49PP,51.60625,0.00285
E50BT,51.55710,-0.04033
E50EG,51.55236,-0.03787
E50LE,51.55527,-0.04691
E50RB,51.55472,-0.05202
E50SH,51.55587,-0.05095
E58BS,51.55850,-0.05997
E58JY,51.55148,-0.06268
E58NA,51.55597,-0.06086
E58NP,51.55270,-0.05944
E58PH,51.55810,-0.06336
E58RN,51.56266,-0.06506
E59AE,51.57278,-0.07133
E59JG,51.56667,-0.05444
E59NL,51.56344,-0.05363
E61AS,51.53765,0.03788
E61DG,51.53973,0.04975
E61NT,51.53317,0.04950
E61QP,51.53328,0.04310
E62BX,51.53635,0.05772
E62DU,51.53810,0.05269
E62PS,51.53222,0.06523
E62SE,51.53311,0.06118
E63DW,51.52869,0.04243
E63LB,51.52477,0.04586
E63SQ,51.52095,0.04610
E65JG,51.51439,0.05537
E65NA,51.50949,0.06293
E65UP,51.51600,0.04500
E65XG,51.51694,0.05641
E66AD,51.52682,0.06070
E66BU,51.52875,0.06418
E66EE,51.53027,0.05798
E66WG,51.51258,0.06800
E70JW,51.55206,0.03031
E70NJ,51.55083,0.02829
E70PH,51.54874,0.02806
E78ED,51.54675,0.03466
E78HU,51.54210,0.02965
E78JY,51.53997,0.03117
E78NL,51.54203,0.03987
E78PF,51.53985,0.03766
E79AW,51.54713,0.01649
E79BB,51.54935,0.02217
